ens_gene,Symbol,Uniq_syms,entrez,Gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Rtf1,Rtf1,Rtf1,76246,"RTF1, Paf1/RNA polymerase II complex component",3226.563397,0.012429974,0.050068906,0.712894582,0.957988108
ENSMUSG00000093394.1,NA,ENSMUSG00000093394.1,NA,NA,67.51700818,0.007609795,0.074572446,0.712925463,0.957988108
Gm14117,Gm14117,Gm14117,100418259,ATP synthase mitochondrial F1 complex assembly factor 1 pseudogene,12.18938847,-0.004786239,0.086723817,0.71299622,NA
ENSMUSG00000110484.1,NA,ENSMUSG00000110484.1,NA,NA,1.876744522,-0.002327474,0.097387589,0.713033201,NA
ENSMUSG00000087629.1,NA,ENSMUSG00000087629.1,NA,NA,9.300277001,-0.003869824,0.090561023,0.713044622,NA
Mylk3,Mylk3,Mylk3,213435,myosin light chain kinase 3,2.31521791,-0.002264982,0.097671819,0.713067944,NA
5730455P16Rik,5730455P16Rik,5730455P16Rik,70591,RIKEN cDNA 5730455P16 gene,527.2358128,-0.01040104,0.063809735,0.713111376,0.957988108
Map3k9,Map3k9,Map3k9,338372,mitogen-activated protein kinase kinase kinase 9,7.223623261,0.003645328,0.091510871,0.713181693,NA
Akr1a1,Akr1a1,Akr1a1,58810,"aldo-keto reductase family 1, member A1",5469.536462,-0.012404283,0.050607413,0.713217571,0.957988108
ENSMUSG00000086873.1,NA,ENSMUSG00000086873.1,NA,NA,18.92889114,0.005169428,0.085088378,0.713319662,NA
ENSMUSG00000064317.5,NA,ENSMUSG00000064317.5,NA,NA,91.30517258,-0.008219439,0.072015966,0.713336251,0.957988108
ENSMUSG00000072621.13,NA,ENSMUSG00000072621.13,NA,NA,643.7975519,-0.010705506,0.062559627,0.71343045,0.957988108
Fbxl19,Fbxl19,Fbxl19,233902,F-box and leucine-rich repeat protein 19,91.37695616,0.007921916,0.07320773,0.713450925,0.957988108
Mir339,Mir339,Mir339,723898,microRNA 339,3.328159428,0.002407101,0.097003278,0.713502735,NA
Mpeg1,Mpeg1,Mpeg1,17476,macrophage expressed gene 1,59.38884627,0.00362538,0.091573997,0.713541032,0.957988108
Plk-ps1,Plk-ps1,Plk-ps1,18818,"polo like kinase, pseudogene 1",4.266974227,-0.002931725,0.094621729,0.713600325,NA
ENSMUSG00000100529.1,NA,ENSMUSG00000100529.1,NA,NA,335.6164357,0.008667924,0.070213944,0.713677072,0.957988108
Gm23119,Gm23119,Gm23119,115486069,"predicted gene, 23119",44.63297977,0.006814171,0.0779141,0.713683526,0.957988108
Trpm8,Trpm8,Trpm8,171382,"transient receptor potential cation channel, subfamily M, member 8",4.095041996,0.002502989,0.096556802,0.713702108,NA
Fbxo32,Fbxo32,Fbxo32,67731,F-box protein 32,823.4942805,-0.011711999,0.057694255,0.713710957,0.957988108
Klra11-ps,Klra11-ps,Klra11-ps,108169170,"killer cell lectin-like receptor subfamily A, member 11, pseudogene",3.580092479,0.002520683,0.096475645,0.713713638,NA
Mrpl33,Mrpl33,Mrpl33,66845,mitochondrial ribosomal protein L33,4067.729593,-0.011387523,0.0594546,0.713790503,0.957988108
Hmces,Hmces,Hmces,232210,"5-hydroxymethylcytosine (hmC) binding, ES cell specific",823.6378811,-0.011431391,0.05921443,0.713870136,0.957988108
ENSMUSG00000110238.1,NA,ENSMUSG00000110238.1,NA,NA,7.558639877,0.003450791,0.092306568,0.713925001,NA
Hgs,Hgs,Hgs,15239,HGF-regulated tyrosine kinase substrate,1427.32475,0.011571331,0.058431755,0.714022581,0.957988108
Akap1,Akap1,Akap1,11640,A kinase anchor protein 1,66.60658387,0.007466473,0.075035726,0.714087676,0.957988108
Slc35b1,Slc35b1,Slc35b1,110172,"solute carrier family 35, member B1",1434.083356,0.012122202,0.054484758,0.714098834,0.957988108
ENSMUSG00000088170.1,NA,ENSMUSG00000088170.1,NA,NA,12.79138627,-0.004645092,0.087224988,0.714128421,NA
Mrpl10,Mrpl10,Mrpl10,107732,mitochondrial ribosomal protein L10,1072.225639,0.010826225,0.061940152,0.714167823,0.957988108
ENSMUSG00000069125.2,NA,ENSMUSG00000069125.2,NA,NA,5.137267532,-0.00353218,0.091936077,0.714194046,NA
Ccz1,Ccz1,Ccz1,231874,CCZ1 vacuolar protein trafficking and biogenesis associated,2209.018874,0.012221687,0.053266942,0.714281038,0.957988108
Tomm5,Tomm5,Tomm5,68512,translocase of outer mitochondrial membrane 5,1887.667523,0.010643829,0.062670129,0.714293881,0.957988108
ENSMUSG00000111432.1,NA,ENSMUSG00000111432.1,NA,NA,8.251909379,0.004092186,0.089531863,0.714337095,NA
Wfdc17,Wfdc17,Wfdc17,100034251,WAP four-disulfide core domain 17,76.25768692,-0.002923663,0.094618293,0.714340994,0.957988108
D630045J12Rik,D630045J12Rik,D630045J12Rik,330286,RIKEN cDNA D630045J12 gene,7.049216538,-0.003681012,0.09128009,0.714395429,NA
Mpdu1,Mpdu1,Mpdu1,24070,mannose-P-dolichol utilization defect 1,1295.044337,0.011543633,0.058490822,0.714421695,0.957988108
Ndufa2,Ndufa2,Ndufa2,17991,NADH:ubiquinone oxidoreductase subunit A2,3983.086465,-0.010083878,0.0648219,0.714441609,0.957988108
ENSMUSG00000082286.10,NA,ENSMUSG00000082286.10,NA,NA,367.7111937,0.010693286,0.062443122,0.714453878,0.957988108
Cdca5,Cdca5,Cdca5,67849,cell division cycle associated 5,68.38973123,-0.006413349,0.079589587,0.714469788,0.957988108
Gm6285,Gm6285,Gm6285,622098,predicted gene 6285,1.902825308,-0.002331292,0.097305891,0.714504099,NA
Sp3,Sp3,Sp3,20687,trans-acting transcription factor 3,4303.984191,-0.010888514,0.061616706,0.714514714,0.957988108
Rap1gap2,Rap1gap2,Rap1gap2,380711,RAP1 GTPase activating protein 2,6820.351175,0.010135648,0.064607507,0.714573502,0.957988108
ENSMUSG00000102419.1,NA,ENSMUSG00000102419.1,NA,NA,43.20633268,-0.006590395,0.078795397,0.714581541,0.957988108
Elp4,Elp4,Elp4,77766,elongator acetyltransferase complex subunit 4,253.7709061,-0.008716322,0.069901981,0.71466198,0.957988108
Slc35e3,Slc35e3,Slc35e3,215436,"solute carrier family 35, member E3",417.3270147,0.010312478,0.063909972,0.714724218,0.957988108
Tob2,Tob2,Tob2,57259,"transducer of ERBB2, 2",1182.287868,-0.008812631,0.069523136,0.714745432,0.957988108
Rhob,Rhob,Rhob,11852,ras homolog family member B,17.04665833,0.004738292,0.086784217,0.714755517,NA
Txn1,Txn1,Txn1,22166,thioredoxin 1,4471.829881,-0.012156164,0.053768512,0.714834201,0.957988108
Tmem147,Tmem147,Tmem147,69804,transmembrane protein 147,1651.477016,0.011105008,0.060592901,0.71487381,0.957988108
ENSMUSG00000076672.7,NA,ENSMUSG00000076672.7,NA,NA,1.531096107,0.001855626,0.099506881,0.714943426,NA
Nedd9,Nedd9,Nedd9,18003,"neural precursor cell expressed, developmentally down-regulated gene 9",4890.132211,-0.012330436,0.05035812,0.714971597,0.957988108
Lrfn1,Lrfn1,Lrfn1,80749,leucine rich repeat and fibronectin type III domain containing 1,6.46793605,0.003366305,0.092610478,0.715013174,NA
ENSMUSG00000111006.1,NA,ENSMUSG00000111006.1,NA,NA,4.75375691,-0.002726841,0.095472839,0.715030087,NA
A930001A20Rik,A930001A20Rik,A930001A20Rik,77127,RIKEN cDNA A930001A20 gene,2.783965043,-0.002591666,0.096089043,0.715030338,NA
Mbp,Mbp,Mbp,17196,myelin basic protein,3171.443909,-0.010148933,0.064477001,0.715126528,0.957988108
Bscl2,Bscl2,Bscl2,14705,"BSCL2 lipid droplet biogenesis associated, seipin",1872.177018,0.01200773,0.055098172,0.715202306,0.957988108
Trp53tg5,Trp53tg5,Trp53tg5,73603,transformation related protein 53 target 5,5.340326855,-0.003405605,0.092425422,0.715219525,NA
Cenpb,Cenpb,Cenpb,12616,centromere protein B,480.6415949,-0.009114983,0.068320333,0.715221676,0.957988108
Gmfg,Gmfg,Gmfg,63986,"glia maturation factor, gamma",19229.32907,0.010447021,0.063307903,0.715232631,0.957988108
Zg16,Zg16,Zg16,69036,zymogen granule protein 16,1.887981142,-0.002374964,0.097071473,0.715264633,NA
Kcnh6,Kcnh6,Kcnh6,192775,"potassium voltage-gated channel, subfamily H (eag-related), member 6",21.53783873,0.005189783,0.084827838,0.715305692,NA
Sec22a,Sec22a,Sec22a,317717,"SEC22 homolog A, vesicle trafficking protein",295.2152497,-0.009107548,0.068335037,0.715322466,0.957988108
Gemin6,Gemin6,Gemin6,67242,gem nuclear organelle associated protein 6,129.1319528,0.007551092,0.074511303,0.71540876,0.957988108
Acsf3,Acsf3,Acsf3,257633,acyl-CoA synthetase family member 3,60.4524156,0.006298565,0.079985912,0.715469551,0.957988108
Ehmt1,Ehmt1,Ehmt1,77683,euchromatic histone methyltransferase 1,2409.273479,-0.0122123,0.052576019,0.715553739,0.957988108
ENSMUSG00000080935.3,NA,ENSMUSG00000080935.3,NA,NA,3.078500306,-0.002921666,0.094559764,0.715597105,NA
Gm16740,Gm16740,Gm16740,100504029,"predicted gene, 16740",24.3038385,-0.005783077,0.082239597,0.715606698,NA
ENSMUSG00000118026.1,NA,ENSMUSG00000118026.1,NA,NA,436.9810382,0.009165911,0.068078657,0.715612962,0.957988108
Mrpl55,Mrpl55,Mrpl55,67212,mitochondrial ribosomal protein L55,728.7342908,0.011107499,0.060439159,0.715616927,0.957988108
Pawr,Pawr,Pawr,114774,"PRKC, apoptosis, WT1, regulator",21.44423529,-0.0053695,0.084025576,0.715670247,NA
Gm13270,Gm13270,Gm13270,105244084,predicted gene 13270,24.52114346,0.004405997,0.088109715,0.715699622,NA
ENSMUSG00000105659.1,NA,ENSMUSG00000105659.1,NA,NA,30.67306354,-0.005327904,0.084194841,0.715773107,NA
ENSMUSG00000058073.4,NA,ENSMUSG00000058073.4,NA,NA,27.51163509,-0.006027401,0.081148971,0.715789166,NA
Pycard,Pycard,Pycard,66824,PYD and CARD domain containing,3659.853102,0.011853106,0.056122352,0.715856358,0.957988108
ENSMUSG00000117575.1,NA,ENSMUSG00000117575.1,NA,NA,6.106078263,0.003003509,0.094175497,0.715872458,NA
Rcan3,Rcan3,Rcan3,53902,regulator of calcineurin 3,266.1075888,-0.010321971,0.06368297,0.715987419,0.957988108
Gm17823,Gm17823,Gm17823,100381209,transaldolase 1 pseudogene,26.99000303,0.005788715,0.082175559,0.715998028,NA
ENSMUSG00000110141.1,NA,ENSMUSG00000110141.1,NA,NA,8.915188325,-0.004127421,0.089265309,0.716006945,NA
ENSMUSG00000115153.1,NA,ENSMUSG00000115153.1,NA,NA,2.387365072,-0.002027099,0.098649226,0.716113984,NA
ENSMUSG00000109393.1,NA,ENSMUSG00000109393.1,NA,NA,7.094422846,-0.004002416,0.089788126,0.716133533,NA
ENSMUSG00000085213.1,NA,ENSMUSG00000085213.1,NA,NA,60.75253172,0.006958727,0.076981897,0.716179779,0.957988108
Etv4,Etv4,Etv4,18612,ets variant 4,5.876185592,-0.003622042,0.091416568,0.716245979,NA
Ydjc,Ydjc,Ydjc,69101,YdjC homolog (bacterial),86.29967344,0.007933425,0.072807141,0.71624716,0.957988108
Mpnd,Mpnd,Mpnd,68047,MPN domain containing,3817.062391,0.011841162,0.05607923,0.716258285,0.957988108
ENSMUSG00000085229.1,NA,ENSMUSG00000085229.1,NA,NA,34.43207225,-0.006224862,0.080223109,0.716282107,0.957988108
Slc35c1,Slc35c1,Slc35c1,228368,"solute carrier family 35, member C1",1812.448063,0.011634779,0.057484696,0.716286301,0.957988108
Gm4707,Gm4707,Gm4707,100534390,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit pseudogene",260.911723,-0.008568792,0.070257623,0.716328472,0.957988108
Wapl,Wapl,Wapl,218914,WAPL cohesin release factor,5683.508252,-0.012224278,0.051685912,0.716349695,0.957988108
Astl,Astl,Astl,215095,astacin like metalloendopeptidase,15.29061589,-0.003245929,0.093062153,0.716366435,NA
Prkch,Prkch,Prkch,18755,"protein kinase C, eta",10953.3659,0.012015856,0.054531351,0.716379987,0.957988108
ENSMUSG00000098889.1,NA,ENSMUSG00000098889.1,NA,NA,84.55675384,-0.007373876,0.075144921,0.716404466,0.957988108
ENSMUSG00000087108.1,NA,ENSMUSG00000087108.1,NA,NA,10.4263101,-0.003903074,0.090188748,0.716483473,NA
Spata25,Spata25,Spata25,75642,spermatogenesis associated 25,3.627404906,0.00313583,0.093545915,0.716497816,NA
Gm4057,Gm4057,Gm4057,100042836,predicted gene 4057,2.421660345,-0.002724657,0.095406762,0.716523783,NA
ENSMUSG00000082699.1,NA,ENSMUSG00000082699.1,NA,NA,4.383298818,0.002813962,0.094997767,0.716549683,NA
ENSMUSG00000063245.11,NA,ENSMUSG00000063245.11,NA,NA,14.8405898,0.004666924,0.086936229,0.71662397,NA
Serpina3g,Serpina3g,Serpina3g,20715,"serine (or cysteine) peptidase inhibitor, clade A, member 3G",585.7600183,-0.00876216,0.069470473,0.716648934,0.958015034
Arfrp1,Arfrp1,Arfrp1,76688,ADP-ribosylation factor related protein 1,2485.392108,-0.01222541,0.05125767,0.716714962,0.958015034
Capn6,Capn6,Capn6,12338,calpain 6,4.520338685,-0.003423951,0.092253301,0.716716873,NA
Peg13,Peg13,Peg13,353342,paternally expressed 13,296.4237739,-0.008786652,0.069360654,0.716773305,0.958015034
Cenpu,Cenpu,Cenpu,71876,centromere protein U,103.4891198,0.008142503,0.071886629,0.716786271,0.958015034
ENSMUSG00000090120.1,NA,ENSMUSG00000090120.1,NA,NA,3.066828458,-0.002932563,0.094444811,0.716807572,NA
Dcst1,Dcst1,Dcst1,77772,DC-STAMP domain containing 1,20.6806384,-0.00562959,0.08278559,0.716857622,NA
Cenpl,Cenpl,Cenpl,70454,centromere protein L,639.0605981,0.01150268,0.058110308,0.716944185,0.958015034
Slc30a9,Slc30a9,Slc30a9,109108,"solute carrier family 30 (zinc transporter), member 9",1858.102791,0.011800113,0.056158802,0.716952988,0.958015034
Tbpl1,Tbpl1,Tbpl1,237336,TATA box binding protein-like 1,1423.014029,0.011931378,0.055064867,0.717008386,0.958015034
ENSMUSG00000075511.9,NA,ENSMUSG00000075511.9,NA,NA,86.12895491,0.007724541,0.073572437,0.717053619,0.958015034
Guca1b,Guca1b,Guca1b,107477,guanylate cyclase activator 1B,19.38646175,0.004874669,0.086009701,0.717170299,NA
Brf2,Brf2,Brf2,66653,"BRF2, RNA polymerase III transcription initiation factor 50kDa subunit",273.3832627,-0.009107333,0.068089052,0.717207644,0.958015034
Angptl4,Angptl4,Angptl4,57875,angiopoietin-like 4,316.8001593,0.009048136,0.068310063,0.717221513,0.958015034
Gm18101,Gm18101,Gm18101,100416409,ring finger protein 5 pseudogene,10.0713446,-0.004290019,0.0884866,0.717231045,NA
Fbxl6,Fbxl6,Fbxl6,30840,F-box and leucine-rich repeat protein 6,847.693644,0.011748416,0.05642147,0.717319013,0.958015034
Catsperg1,Catsperg1,Catsperg1,320225,cation channel sperm associated auxiliary subunit gamma 1,9.273299084,0.004179085,0.08894606,0.717399314,NA
Slc35a2,Slc35a2,Slc35a2,22232,"solute carrier family 35 (UDP-galactose transporter), member A2",793.8321231,0.011322967,0.058983315,0.717476216,0.958015034
ENSMUSG00000106326.1,NA,ENSMUSG00000106326.1,NA,NA,2.405169917,0.002449176,0.096624107,0.71755594,NA
ENSMUSG00000103207.1,NA,ENSMUSG00000103207.1,NA,NA,57.53897272,-0.006823492,0.077413501,0.717563382,0.958015034
ENSMUSG00000118421.1,NA,ENSMUSG00000118421.1,NA,NA,2.657102967,0.002612649,0.095867934,0.717577019,NA
S100a14,S100a14,S100a14,66166,S100 calcium binding protein A14,15.53652036,-0.00484428,0.08610067,0.717631692,NA
Fam228b,Fam228b,Fam228b,207921,"family with sequence similarity 228, member B",2.249808206,-0.002276222,0.097421474,0.717675921,NA
Dyrk1b,Dyrk1b,Dyrk1b,13549,dual-specificity tyrosine phosphorylation regulated kinase 1b,311.5137115,-0.01040354,0.063097589,0.717686371,0.958015034
Polg2,Polg2,Polg2,50776,"polymerase (DNA directed), gamma 2, accessory subunit",489.6234526,0.007750189,0.07337322,0.717777567,0.958015034
Gm4217,Gm4217,Gm4217,100043084,glyceraldehyde-3-phosphate dehydrogenase pseudogene,1.783592741,0.002087355,0.098296835,0.717851854,NA
Nt5dc3_ENSMUSG00000054027.8,Nt5dc3,Nt5dc3_ENSMUSG00000054027.8,103466,5'-nucleotidase domain containing 3,137.2937704,0.007783319,0.073222095,0.717876995,0.958015034
Hip1,Hip1,Hip1,215114,huntingtin interacting protein 1,4125.712175,-0.010841676,0.061215515,0.71792787,0.958015034
Shfl,Shfl,Shfl,319278,shiftless antiviral inhibitor of ribosomal frameshifting,703.3279041,-0.011025316,0.060375501,0.717929397,0.958015034
ENSMUSG00000104417.1,NA,ENSMUSG00000104417.1,NA,NA,1.613760639,-0.002020486,0.098608723,0.717932277,NA
Slc25a14,Slc25a14,Slc25a14,20523,"solute carrier family 25 (mitochondrial carrier, brain), member 14",311.0178202,-0.010387813,0.063117037,0.717963197,0.958015034
Cyrib,Cyrib,Cyrib,223601,CYFIP related Rac1 interactor B,7764.054215,0.011814359,0.055699477,0.717970286,0.958015034
Gm37294,Gm37294,Gm37294,105243991,"predicted gene, 37294",1.841577772,0.002066041,0.098387922,0.718078986,NA
Fam241b,Fam241b,Fam241b,69894,"family with sequence similarity 241, member B",46.71133466,-0.006743253,0.077683093,0.71829477,0.958344847
Acot1,Acot1,Acot1,26897,acyl-CoA thioesterase 1,2.942009496,-0.002451902,0.096570468,0.718430126,NA
Mrpl51,Mrpl51,Mrpl51,66493,mitochondrial ribosomal protein L51,1112.798135,0.010765973,0.061456624,0.718444679,0.958415117
Pbdc1,Pbdc1,Pbdc1,67683,polysaccharide biosynthesis domain containing 1,1409.842899,0.011194311,0.059428837,0.718502071,0.958415117
Esyt1,Esyt1,Esyt1,23943,extended synaptotagmin-like protein 1,12919.73929,0.012132108,0.046853909,0.718581502,0.958417937
Tubb4b-ps1,Tubb4b-ps1,Tubb4b-ps1,100042651,"tubulin, beta 4B class IVB, pseudogene 1",10.90656077,-0.003980919,0.089704367,0.718663912,NA
ENSMUSG00000086805.9,NA,ENSMUSG00000086805.9,NA,NA,2.018501526,-0.002410328,0.096752752,0.718665742,NA
Dpm3,Dpm3,Dpm3,68563,dolichyl-phosphate mannosyltransferase polypeptide 3,3360.125378,0.009881599,0.064967045,0.718776965,0.958436134
L3hypdh,L3hypdh,L3hypdh,67217,L-3-hydroxyproline dehydratase (trans-),5.00677314,-0.003229949,0.092987507,0.718833116,NA
Eef1akmt1,Eef1akmt1,Eef1akmt1,68043,EEF1A alpha lysine methyltransferase 1,1018.230554,-0.011243241,0.059088632,0.7188921,0.958436134
Psma3,Psma3,Psma3,19167,proteasome subunit alpha 3,4869.514137,0.011917206,0.054326871,0.719046925,0.958436134
ENSMUSG00000074065.4,NA,ENSMUSG00000074065.4,NA,NA,3.882154968,0.002714021,0.095325834,0.71904867,NA
Lrrfip2,Lrrfip2,Lrrfip2,71268,leucine rich repeat (in FLII) interacting protein 2,813.1825663,0.010886956,0.060803764,0.719051274,0.958436134
ENSMUSG00000081562.1,NA,ENSMUSG00000081562.1,NA,NA,17.44040275,0.005275657,0.084115449,0.719089932,NA
Sel1l,Sel1l,Sel1l,20338,sel-1 suppressor of lin-12-like (C. elegans),3104.137106,0.011867124,0.054789384,0.719128787,0.958436134
ENSMUSG00000087312.1,NA,ENSMUSG00000087312.1,NA,NA,20.82351271,0.004671702,0.086713957,0.719136585,NA
0610040F04Rik,0610040F04Rik,0610040F04Rik,75394,RIKEN cDNA 0610040F04 gene,7.818358144,-0.003498524,0.091773106,0.719143305,NA
ENSMUSG00000102782.1,NA,ENSMUSG00000102782.1,NA,NA,2.819422995,-0.002376667,0.096887279,0.719149719,NA
Lrch4,Lrch4,Lrch4,231798,leucine-rich repeats and calponin homology (CH) domain containing 4,40.02693844,-0.00664314,0.078024417,0.719188443,0.958436134
Coq8a,Coq8a,Coq8a,67426,coenzyme Q8A,337.9128447,0.009533188,0.066217398,0.719251679,0.958436134
ENSMUSG00000081661.1,NA,ENSMUSG00000081661.1,NA,NA,1.480858318,-0.001930611,0.098984007,0.719279282,NA
Mvb12b,Mvb12b,Mvb12b,72543,multivesicular body subunit 12B,242.6073704,0.008730139,0.069251834,0.719280449,0.958436134
Mir7027,Mir7027,Mir7027,102465621,microRNA 7027,3.557828801,0.00247514,0.096418875,0.719348242,NA
Gon7,Gon7,Gon7,100233175,GON7 subunit of KEOPS complex,233.0533626,-0.008167856,0.071455431,0.71935236,0.958436134
Sorbs1,Sorbs1,Sorbs1,20411,sorbin and SH3 domain containing 1,729.6730355,0.010605214,0.061985566,0.71939165,0.958436134
Tmem274,Tmem274,Tmem274,102636051,transmembrame protein 274,7.788167013,0.003517987,0.091671251,0.719394214,NA
Abca7,Abca7,Abca7,27403,"ATP-binding cassette, sub-family A member 7",2993.978251,-0.01129176,0.058700028,0.719445646,0.958436134
Smim15,Smim15,Smim15,75616,small integral membrane protein 15,2500.78469,0.011842598,0.054771385,0.719724071,0.958587282
Carmil2,Carmil2,Carmil2,234695,capping protein regulator and myosin 1 linker 2,1366.151665,0.011882913,0.054364002,0.719737136,0.958587282
Scamp5,Scamp5,Scamp5,56807,secretory carrier membrane protein 5,8.762770132,0.003548737,0.091505123,0.719869929,NA
Shld3,Shld3,Shld3,113002583,shieldin complex subunit 3,137.7665161,-0.007676028,0.073418415,0.719872219,0.958587282
Ankrd16,Ankrd16,Ankrd16,320816,ankyrin repeat domain 16,1189.626089,0.011849389,0.054608613,0.71994791,0.958587282
Pacs1,Pacs1,Pacs1,107975,phosphofurin acidic cluster sorting protein 1,5180.496764,0.012110016,0.049045672,0.720092409,0.958587282
Xlr4e-ps,Xlr4e-ps,Xlr4e-ps,619334,"X-linked lymphocyte-regulated 4E, pseudogene",53.79517778,0.007153359,0.075641767,0.72012069,0.958587282
ENSMUSG00000086753.1,NA,ENSMUSG00000086753.1,NA,NA,34.08871117,0.00589638,0.08126976,0.720149662,0.958587282
Tmem258,Tmem258,Tmem258,69038,transmembrane protein 258,5052.933007,-0.011967118,0.05309119,0.720240257,0.958587282
ENSMUSG00000086539.8,NA,ENSMUSG00000086539.8,NA,NA,4.662637218,-0.00262051,0.095697044,0.720264936,NA
ENSMUSG00000080823.1,NA,ENSMUSG00000080823.1,NA,NA,5.28298031,-0.003233464,0.092878148,0.720398238,NA
ENSMUSG00000085615.2,NA,ENSMUSG00000085615.2,NA,NA,29.61538876,0.005491356,0.083039341,0.720459868,NA
Gm23834,Gm23834,Gm23834,115486258,"predicted gene, 23834",1.642552723,-0.001803123,0.099558589,0.720468156,NA
Sap18b,Sap18b,Sap18b,100041953,Sin3-associated polypeptide 18B,232.5120184,0.009039003,0.067914325,0.720482522,0.958587282
Tbrg4,Tbrg4,Tbrg4,21379,transforming growth factor beta regulated gene 4,518.8915022,-0.010183635,0.063539253,0.720484193,0.958587282
ENSMUSG00000116617.1,NA,ENSMUSG00000116617.1,NA,NA,7.054545128,-0.003383882,0.092197908,0.720485958,NA
Pld2,Pld2,Pld2,18806,phospholipase D2,259.2726585,-0.009242855,0.067142056,0.720490417,0.958587282
Sntb1,Sntb1,Sntb1,20649,"syntrophin, basic 1",1537.038433,-0.010210716,0.063408465,0.720630219,0.958587282
Oxr1,Oxr1,Oxr1,170719,oxidation resistance 1,2721.10031,-0.011071286,0.05959946,0.720637037,0.958587282
Xrcc5,Xrcc5,Xrcc5,22596,X-ray repair complementing defective repair in Chinese hamster cells 5,569.5318401,-0.010822095,0.060770675,0.72080613,0.958587282
Ep300,Ep300,Ep300,328572,E1A binding protein p300,6104.411587,-0.010333271,0.062882263,0.720822083,0.958587282
ENSMUSG00000086718.1,NA,ENSMUSG00000086718.1,NA,NA,14.88958804,-0.004646199,0.086686355,0.720822473,NA
Aldh3a2,Aldh3a2,Aldh3a2,11671,"aldehyde dehydrogenase family 3, subfamily A2",1976.520865,-0.011745226,0.055213466,0.720839154,0.958587282
Vps41,Vps41,Vps41,218035,VPS41 HOPS complex subunit,3421.597136,-0.011990706,0.052270986,0.720873721,0.958587282
Zfp385a,Zfp385a,Zfp385a,29813,zinc finger protein 385A,10.80913083,0.003785011,0.090397419,0.720934562,NA
ENSMUSG00000109111.1,NA,ENSMUSG00000109111.1,NA,NA,1.540594448,0.001949962,0.098824677,0.720988642,NA
Tppp,Tppp,Tppp,72948,tubulin polymerization promoting protein,16.40925776,0.004162973,0.08874687,0.721079658,NA
ENSMUSG00000108701.1,NA,ENSMUSG00000108701.1,NA,NA,24.81405205,-0.005524448,0.082828853,0.72110968,NA
Or55b3,Or55b3,Or55b3,257947,olfactory receptor family 55 subfamily B member 3,2.624018729,-0.002345823,0.096940515,0.721137316,NA
ENSMUSG00000112639.1,NA,ENSMUSG00000112639.1,NA,NA,270.2283613,0.005184486,0.084323427,0.721147332,0.95884826
Atxn7l1os2,Atxn7l1os2,Atxn7l1os2,75836,"ataxin 7-like 1, opposite strand 2",23.79338539,-0.005533899,0.082777027,0.721209271,NA
ENSMUSG00000089599.1,NA,ENSMUSG00000089599.1,NA,NA,4.643972981,0.003142634,0.093237422,0.721269797,NA
ENSMUSG00000086725.1,NA,ENSMUSG00000086725.1,NA,NA,158.7785649,0.007868728,0.07242998,0.721288747,0.958933431
ENSMUSG00000080922.1,NA,ENSMUSG00000080922.1,NA,NA,3.610134199,0.002961844,0.09406178,0.721307189,NA
ENSMUSG00000110248.1,NA,ENSMUSG00000110248.1,NA,NA,16.33071074,-0.004106465,0.088964257,0.721446062,NA
A930019D19Rik,A930019D19Rik,A930019D19Rik,77806,RIKEN cDNA A930019D19 gene,27.28920627,-0.005500275,0.082902653,0.721447945,NA
ENSMUSG00000105149.1,NA,ENSMUSG00000105149.1,NA,NA,4.865966012,0.003050886,0.093645405,0.721448468,NA
Slc22a15,Slc22a15,Slc22a15,242126,"solute carrier family 22 (organic anion/cation transporter), member 15",161.7551403,-0.008844668,0.068527233,0.721450571,0.959031358
Ndufs8,Ndufs8,Ndufs8,225887,NADH:ubiquinone oxidoreductase core subunit S8,2972.23292,0.010001098,0.064102857,0.721517138,0.959031358
ENSMUSG00000103391.1,NA,ENSMUSG00000103391.1,NA,NA,26.21716747,-0.005285283,0.083840005,0.721585086,NA
Pradc1,Pradc1,Pradc1,73327,protease-associated domain containing 1,261.8839454,-0.008947892,0.068087709,0.721787112,0.959266141
Rab39,Rab39,Rab39,270160,"RAB39, member RAS oncogene family",6.025892784,0.002994896,0.093876931,0.721887882,NA
Hddc3,Hddc3,Hddc3,68695,HD domain containing 3,23.21505692,0.004901932,0.085485,0.721946509,NA
Pbrm1,Pbrm1,Pbrm1,66923,polybromo 1,8423.277971,-0.011937349,0.052184393,0.722164768,0.959266141
ENSMUSG00000103996.1,NA,ENSMUSG00000103996.1,NA,NA,43.67365651,0.006343497,0.079018973,0.722242076,0.959266141
ENSMUSG00000072381.3,NA,ENSMUSG00000072381.3,NA,NA,1.865511486,-0.002089498,0.098105565,0.722253231,NA
ENSMUSG00000046145.7,NA,ENSMUSG00000046145.7,NA,NA,1.979215014,-0.00248384,0.096237415,0.722265919,NA
Tada3,Tada3,Tada3,101206,transcriptional adaptor 3,713.138335,0.010728291,0.060920075,0.722304866,0.959266141
ENSMUSG00000108603.1,NA,ENSMUSG00000108603.1,NA,NA,4.413187989,-0.003031377,0.093684831,0.722314328,NA
ENSMUSG00000101599.1,NA,ENSMUSG00000101599.1,NA,NA,507.7838318,0.008881567,0.068271087,0.7223166,0.959266141
Ly6i,Ly6i,Ly6i,57248,lymphocyte antigen 6 family member I,6.149166778,0.003701626,0.090668145,0.722344162,NA
